province,id,time,year,month,CarbonDioxide,Industrial,GDP,Electricity,Dnvalue,I-population,O-population,H-temperature,L-temperature
Sichuan,23,202202,2022,2,16.81271,28133.4,4203.83,0.283665,3.65,859.66,988.35,9.96,2.67
Sichuan,23,202203,2022,3,24.57301,7404,4184.01,0.292329,4.06,529.18,547.13,20.91,9.51
Sichuan,23,202204,2022,4,20.89023,11402.1,4436.22,0.265828,4.48,516.68,517.9,21.47,10.81
Sichuan,23,202205,2022,5,20.17814,15229,4539.09,0.233391,4.32,611.43,613.98,24.05,14.18
Sichuan,23,202206,2022,6,20.40351,18842,4630.57,0.199318,3.51,720.14,722.48,28.43,19.08
Sichuan,23,202207,2022,7,21.26509,23050.2,4664.83,0.185637,0.72,750.87,762.57,31.76,20.79
Sichuan,23,202208,2022,8,22.02715,26932.6,4762.98,0.185321,3,734.46,732.75,33.27,22.04
Sichuan,23,202209,2022,9,19.09766,30800.6,4879.29,0.177787,1.87,289.03,297.52,23.65,16.77
Sichuan,23,202210,2022,10,19.06144,34756.7,5259.97,0.165437,4.3,529.84,528.29,20.27,12.68
Sichuan,23,202211,2022,11,20.56424,38953.9,5264.36,0.163812,3.84,443.01,435.26,17.67,9.19
Sichuan,23,202212,2022,12,23.64223,43477,5137.43,0.170857,3.74,531.13,508.63,9.86,2.8
Sichuan,23,202301,2023,1,23.64207,48553.4,4537.64,0.245446,4.13,1326.87,1303.12,10.69,1.82
Sichuan,23,202302,2023,2,19.08654,24962.95,4406.81,0.246284,2.48,787.81,884.51,13.3,5.62
Sichuan,23,202303,2023,3,26.50989,1372.5,4403.63,0.265443,2.56,775.22,788.99,17.75,8.58
Sichuan,23,202304,2023,4,23.60342,2178.3,4738.37,0.263625,4.22,886.75,879.35,23.08,12.19
Sichuan,23,202305,2023,5,23.3057,2947.5,4841.92,0.260194,3.79,889.25,897.55,25.75,16
Sichuan,23,202306,2023,6,23.45308,3721.7,4924.23,0.260206,4.41,834.54,835.12,27.48,18.52
Sichuan,23,202307,2023,7,22.38949,4528,4968.65,0.24471,4.26,917.63,937.19,30.31,20.76
Sichuan,23,202308,2023,8,19.78093,5315,5058.9,0.218527,4.17,1016.42,1012.11,29.65,20.48
Sichuan,23,202309,2023,9,20.21609,6069.4,5177.72,0.199412,4.23,816.18,810.56,26.76,18.25
Sichuan,23,202310,2023,10,19.62804,6928.4,5571.09,0.185,2.96,875.81,884.3,20.71,13.48
Sichuan,23,202311,2023,11,22.13176,7657.2,5578.57,0.188957,2.66,665.97,661.3,17.55,8.63
Sichuan,23,202312,2023,12,23.70717,8487.4,5445.59,0.194585,3.17,698.88,688.59,12.25,4.06
Sichuan,23,202401,2024,1,23.88222,9431.3,4809.21,0.273866,3.35,277.54,249.21,11.05,3.28
Sichuan,23,202402,2024,2,20.39712,5378.4,4669.65,0.274757,4.55,1247.96,1323,12.57,3.87
Sichuan,23,202403,2024,3,26.58103,1325.5,4664.14,0.285248,4.09,718.47,754.81,18.96,9.44
Sichuan,23,202404,2024,4,23.47654,2119.8,5002.8,0.279597,4.29,799.73,778.85,23.42,13.9
Sichuan,23,202405,2024,5,22.76453,2835.8,5110.44,0.256554,4.5,915.29,918.66,25.86,16.28
Sichuan,23,202406,2024,6,20.95855,3563.6,5197.1,0.221579,4.71,830.19,829.79,26.84,18.9
Sichuan,23,202407,2024,7,20.43889,4375.1,5271.78,0.196128,4.92,885.23,901.3,29.12,21.55
Sichuan,23,202408,2024,8,22.31439,5107.2,5316.53,0.184935,5.13,969.52,970.28,32.95,21.65
Sichuan,23,202409,2024,9,23.74229,5802.1,5340.27,0.186868,5.34,733.81,732.29,30.63,20.22
Sichuan,23,202410,2024,10,22.24543,6638.8,5364,0.184855,5.55,954.11,952.59,20.57,13.45
Sichuan,23,202411,2024,11,22.38538,7378,5387.74,0.187694,5.76,725.45,719.99,15.85,8.38
Sichuan,23,202412,2024,12,24.31199,8141.5,5411.47,0.191946,5.97,708.57,698.71,10.46,2.55
Guizhou,24,201901,2019,1,19.24226,9087.9,1107.84,0.637246,1.99,298.69,323.24,8.82,3.27
Guizhou,24,201902,2019,2,14.78188,5061.2,1075.05,0.656888,2.63,298.82,322.6,10.54,4.06
Guizhou,24,201903,2019,3,19.6853,1034.5,1078.96,0.676529,3.27,285.85,304.13,16.37,8.5
Guizhou,24,201904,2019,4,19.54922,1792.7,1256.09,0.674985,3.27,272.88,285.67,23.91,14.16
Guizhou,24,201905,2019,5,18.61294,2487.8,1290.58,0.661604,1.2,259.92,267.23,22.92,15.83
Guizhou,24,201906,2019,6,16.68911,3168.4,1316.3,0.628398,3.06,246.99,248.83,27.07,20.17
Guizhou,24,201907,2019,7,16.37132,4004.6,1349.97,0.599032,3.04,234.1,230.47,27.96,21.26
Guizhou,24,201908,2019,8,18.66073,4740.3,1377.37,0.600592,2.79,221.24,212.16,30.2,21.17
Guizhou,24,201909,2019,9,18.55127,5471.4,1414.68,0.60744,3.06,208.43,193.92,26.66,17.88
Guizhou,24,201910,2019,10,19.03521,5802.3,1594.4,0.611374,3.17,195.68,175.75,20.94,14.31
Guizhou,24,201911,2019,11,20.97358,6502.2,1581.83,0.621938,3.2,182.99,157.68,15.45,9.03
Guizhou,24,201912,2019,12,19.51156,7325.1,1508.28,0.635617,3.3,170.37,139.7,11.97,4.81
Guizhou,24,202001,2020,1,13.89246,8160.9,1268.19,0.61791,2.36,312.33,259.46,10.48,4.22
Guizhou,24,202002,2020,2,13.18069,1353,1201.76,0.617711,2.37,338.6,294.49,13.3,6.79
Guizhou,24,202003,2020,3,18.2345,2192.4,1211.49,0.624229,2.58,362.76,327.39,17.79,9.96
Guizhou,24,202004,2020,4,16.68766,2957.8,1387.39,0.643399,3.19,381.86,354.92,19.13,10.59
Guizhou,24,202005,2020,5,17.32944,3746.1,1453.6,0.655595,3.34,393.01,373.86,26.9,17.66
Guizhou,24,202006,2020,6,16.3846,4535.8,1502.25,0.621613,2.58,393.26,381,27.59,20.74
Guizhou,24,202007,2020,7,13.60944,5296.8,1497.91,0.585033,3.23,379.71,373.11,28.46,21.95
Guizhou,24,202008,2020,8,18.70808,6082.7,1538.93,0.595668,2.9,349.43,346.96,29.43,21.41
Guizhou,24,202009,2020,9,17.60967,6923.5,1589.84,0.58141,1.26,299.51,299.34,22.19,17.1
Guizhou,24,202010,2020,10,18.70602,7805,1735.34,0.569527,2.56,227.02,227.02,17.73,11.96
Guizhou,24,202011,2020,11,23.7846,8858.7,1745.81,0.589014,3.59,152.38,150.24,15.69,8.16
Guizhou,24,202012,2020,12,24.67834,9927.8,1705.8,0.611369,1.76,147.64,141.47,6.46,2.14
Guizhou,24,202101,2021,1,21.44204,1797.75,1465.79,0.689319,3.35,192.48,162.37,8.09,2.07
Guizhou,24,202102,2021,2,21.02565,1706.4,1427.66,0.690195,2.1,223.25,230.97,13.89,7.28
Guizhou,24,202103,2021,3,15.73918,2700.7,1441.11,0.67708,1.72,188.3,210.54,16.89,10.09
Guizhou,24,202104,2021,4,20.53297,3272.9,1565.35,0.682849,0.69,192.5,192.69,17.52,11.83
Guizhou,24,202105,2021,5,19.84802,3987.4,1613.19,0.661798,3.25,221.99,220.82,24.16,16.82
Guizhou,24,202106,2021,6,18.64337,4793.5,1645.1,0.647003,3.04,204.1,198.86,27.42,19.61
Guizhou,24,202107,2021,7,17.71036,5599.5,1611.83,0.624044,2.86,242.52,231.71,29.61,21.26
Guizhou,24,202108,2021,8,16.82679,6400.9,1644.23,0.614482,1.93,192.41,192.92,29.38,20.99
Guizhou,24,202109,2021,9,16.89012,7205.2,1693.11,0.612238,3.25,206.08,207.68,28.95,19.21
Guizhou,24,202110,2021,10,17.75962,7976.9,1870.84,0.613573,3.08,249.32,252.65,18.93,12.85
Guizhou,24,202111,2021,11,17.41959,8881.4,1879.51,0.625335,3.22,189.56,187.65,14.08,7.38
Guizhou,24,202112,2021,12,19.29285,9898,1830.99,0.645243,2.89,216.49,207.91,10.84,3.96
Guizhou,24,202201,2022,1,19.68438,1605.18,1647.82,0.712872,0.91,313.94,269.13,7.64,3.2
Guizhou,24,202202,2022,2,15.10376,1512,1589.07,0.713631,1.48,298.9,340.96,6.27,2.01
Guizhou,24,202203,2022,3,18.4835,2417.2,1581.57,0.689959,3.11,198.5,210.64,19.8,10.52
Guizhou,24,202204,2022,4,17.85322,3184.1,1665.99,0.672882,3.48,167.26,168.8,20.91,11.42
Guizhou,24,202205,2022,5,16.68439,3978.7,1704.62,0.646294,2.58,228.26,225.75,22.14,14.36
Guizhou,24,202206,2022,6,14.49485,4819.9,1738.98,0.596356,1.81,256.92,251.01,27.23,19.77
Guizhou,24,202207,2022,7,15.73063,5649,1702.43,0.576757,0.77,334.9,321.01,30.86,21.76
Guizhou,24,202208,2022,8,17.04232,6523.5,1738.25,0.571751,2.41,328.38,327.8,31.61,21.94
Guizhou,24,202209,2022,9,15.96805,7411.4,1780.69,0.58855,2.87,77.32,86.34,26.47,17.91
Guizhou,24,202210,2022,10,16.25181,8275.6,1869.03,0.604583,2.97,121.08,124.73,21.26,13.15
Guizhou,24,202211,2022,11,18.72291,9224.9,1870.59,0.62145,3.51,172.04,169.28,19.49,10.97
Guizhou,24,202212,2022,12,19.58781,10221.3,1825.48,0.640493,2.4,199.06,178.24,8.42,3.14
Guizhou,24,202301,2023,1,17.48996,2033.7,1675.96,0.788103,3.05,425.37,395.65,10.55,2.95
Guizhou,24,202302,2023,2,15.77603,1941.7,1627.64,0.789761,2.51,281.4,333.29,10.5,5.06
Guizhou,24,202303,2023,3,21.03752,3062.8,1626.46,0.788522,2.55,262.15,263.35,16.6,9.21
Guizhou,24,202304,2023,4,17.28084,4136.5,1735.47,0.787419,2.91,305.89,305.85,23.12,13.86
Guizhou,24,202305,2023,5,18.01708,5174.1,1773.4,0.778258,2.67,300.41,296.83,25.66,17.55
Guizhou,24,202306,2023,6,17.45447,6377.1,1803.54,0.76655,3.09,279.58,273.89,26.89,19.42
Guizhou,24,202307,2023,7,18.36994,7503.5,1757.64,0.748956,3.22,419.49,398.2,29.52,21.8
Guizhou,24,202308,2023,8,18.28892,8640.5,1789.57,0.731433,3.22,478.23,470.64,29.35,20.72
Guizhou,24,202309,2023,9,17.72544,9900.9,1831.6,0.726573,3.42,363.21,363.06,27.98,19.12
Guizhou,24,202310,2023,10,17.7554,11162.5,1937.51,0.725182,3.28,371.6,377.33,21.81,14.16
Guizhou,24,202311,2023,11,18.83009,12512.6,1940.11,0.729348,2.72,285.56,283.14,18.33,9.85
Guizhou,24,202312,2023,12,19.82296,14034.5,1893.86,0.734701,1.92,297.19,289.14,12.66,5.13
Guizhou,24,202401,2024,1,19.29684,2193.25,1761.08,0.756023,1.67,142.3,106.96,10.06,4.81
Guizhou,24,202402,2024,2,16.2864,2060.2,1709.97,0.756263,2.57,528.79,572.78,11.65,4.24
Guizhou,24,202403,2024,3,20.22637,3451.4,1707.95,0.753789,1.22,324.81,362.57,18.8,10.25
Guizhou,24,202404,2024,4,17.95506,4597.1,1823.31,0.73993,2.79,358.77,357.93,23.55,15.48
Guizhou,24,202405,2024,5,17.37859,5791.5,1862.54,0.702475,3.14,389.29,387.37,23.59,16.38
Guizhou,24,202406,2024,6,16.00435,7009.6,1894.12,0.665864,3.49,350.17,341.9,25.21,19.44
Guizhou,24,202407,2024,7,15.9497,8254.5,1862.33,0.633697,3.84,461.52,438.91,30.15,22.68
Guizhou,24,202408,2024,8,19.32339,9485.2,1878.14,0.639563,4.19,505.66,484.29,31.22,21.68
Guizhou,24,202409,2024,9,19.37417,10742.9,1886.52,0.652422,4.54,332.3,338.74,29.64,19.84
Guizhou,24,202410,2024,10,18.3393,11886.5,1894.91,0.654871,4.89,401.38,405.35,21.09,13.47
Guizhou,24,202411,2024,11,17.92504,13170.6,1903.29,0.658025,5.24,308.42,306.08,17.18,10.34
Guizhou,24,202412,2024,12,18.97938,14562.1,1911.68,0.669481,5.59,308.2,296.03,8.16,3.71
Yunnan,25,201901,2019,1,13.95932,633.8,1330.36,0.102495,1.98,423.4,428.15,17.66,5.29
Yunnan,25,201902,2019,2,10.71082,1887.2,1290.98,0.099711,1.98,422.93,427.4,21.43,7.28
Yunnan,25,201903,2019,3,16.311,3140.6,1295.68,0.096927,1.98,408.17,410.36,22.88,9.54
Yunnan,25,201904,2019,4,17.53607,4289.4,1385.74,0.103698,1.89,393.41,393.33,27.31,13.61
Yunnan,25,201905,2019,5,17.76044,5440,1423.79,0.103509,1.76,378.67,376.32,28.68,16.97
Yunnan,25,201906,2019,6,15.66934,6646.1,1452.17,0.107306,1.86,363.96,359.34,28.1,19.33
Yunnan,25,201907,2019,7,14.30971,7903.5,1521.05,0.0961,1.4,349.28,342.4,26.69,19.18
Yunnan,25,201908,2019,8,14.3807,9174.7,1551.92,0.088003,1.47,334.65,325.5,27.66,18.82
Yunnan,25,201909,2019,9,14.08815,10598.1,1593.95,0.082533,1.75,320.07,308.67,25.22,16.7
Yunnan,25,201910,2019,10,15.61742,11955.7,2208.08,0.081537,2.02,305.55,291.91,23.28,14.72
Yunnan,25,201911,2019,11,17.21016,13326.4,2190.67,0.08716,2.02,291.1,275.23,21.12,10.68
Yunnan,25,201912,2019,12,17.74714,14835.9,2088.8,0.095114,2,276.72,258.64,17.66,5.18
Yunnan,25,202001,2020,1,13.82503,2518,1748.81,0.192538,1.88,376.61,353.27,17.92,5.58
Yunnan,25,202002,2020,2,11.45854,3996.3,1657.19,0.193632,1.88,404.66,385.06,19.43,6.69
Yunnan,25,202003,2020,3,17.00978,5420.1,1670.62,0.20068,1.92,430.49,414.59,24.17,10.33
Yunnan,25,202004,2020,4,18.76638,6854.6,1933.67,0.214314,1.99,451.01,438.62,23.75,11.68
Yunnan,25,202005,2020,5,17.96251,8312.7,2025.94,0.216278,2.06,463.14,453.9,27.7,15.87
Yunnan,25,202006,2020,6,14.095,9722.9,2093.76,0.195796,1.66,463.79,457.18,28.16,19.33
Yunnan,25,202007,2020,7,13.82717,11172.7,2076.92,0.165172,1.73,449.87,445.21,26.49,19.22
Yunnan,25,202008,2020,8,13.77343,12759.5,2133.79,0.141631,1.81,418.29,414.76,26.67,18.71
Yunnan,25,202009,2020,9,15.9468,14286.6,2204.38,0.125953,1.21,365.98,362.57,25.06,17.18
Yunnan,25,202010,2020,10,17.91043,15851.9,2387.11,0.11257,1.55,289.83,285.41,21.9,13.74
Yunnan,25,202011,2020,11,18.64148,17498.5,2401.5,0.111296,2.27,212.46,205.91,20.53,8.79
Yunnan,25,202012,2020,12,18.14063,17336.57,2346.46,0.118741,2.03,213.01,203.93,16.12,4.87
Yunnan,25,202101,2021,1,19.77493,2925,2014.11,0.222806,1.87,238.26,226.78,15.76,4.45
Yunnan,25,202102,2021,2,21.44754,4720.8,1961.71,0.223975,2.07,271.94,276.71,19.38,6.18
Yunnan,25,202103,2021,3,13.27626,6396.3,1980.19,0.225379,2.13,262.49,269,23.64,10.02
Yunnan,25,202104,2021,4,21.28367,8066,2197.54,0.22238,2.15,247.08,248.21,24.7,12.78
Yunnan,25,202105,2021,5,20.24615,9741.2,2264.69,0.209334,2.36,288.43,285.81,27.03,16.26
Yunnan,25,202106,2021,6,18.98143,11299,2309.5,0.18779,1.91,264.46,259.85,26.78,18.54
Yunnan,25,202107,2021,7,17.00882,12886.2,2259.8,0.161234,1.86,295.72,290.91,26.52,18.47
Yunnan,25,202108,2021,8,15.88639,14629,2305.22,0.141236,0.94,237.93,239.36,26.02,18.08
Yunnan,25,202109,2021,9,15.0246,16252.2,2373.74,0.124398,2.09,240.05,241.93,26.12,16.6
Yunnan,25,202110,2021,10,14.12271,18041.4,2592.98,0.115541,1.99,315.29,312.79,22.23,14.12
Yunnan,25,202111,2021,11,13.96168,19839.9,2605,0.125442,2.07,252.27,248.51,18.86,8.79
Yunnan,25,202112,2021,12,15.93854,19652.92,2537.75,0.131672,2.19,260.78,254.43,16.34,5.53
Yunnan,25,202201,2022,1,16.77599,3011.9,2212.51,0.196673,2.22,316.64,303.48,16.22,5.21
Yunnan,25,202202,2022,2,14.92189,4726.4,2133.62,0.197404,2.28,356.48,375.82,16.32,4.43
Yunnan,25,202203,2022,3,24.34109,6347.7,2123.56,0.199271,2.38,220.3,229.28,24.85,10.47
Yunnan,25,202204,2022,4,21.03791,7914.3,2281.8,0.183865,2.32,202.47,203.89,23.72,11.67
Yunnan,25,202205,2022,5,20.41307,9495.5,2334.72,0.1593,2.12,251.81,251,23.74,15.14
Yunnan,25,202206,2022,6,18.66168,11019.7,2381.77,0.133713,1.25,292.15,287.21,25.2,17.92
Yunnan,25,202207,2022,7,16.13238,12610.7,2401.81,0.119516,0.41,442.8,425.81,28.09,18.67
Yunnan,25,202208,2022,8,18.26556,14432.8,2452.35,0.115157,1.49,406.33,406.56,27.41,17.89
Yunnan,25,202209,2022,9,21.03934,16095.3,2512.23,0.114394,1.81,248.19,249.87,24.91,17.06
Yunnan,25,202210,2022,10,19.24264,17875.1,2683.65,0.114333,2.03,231.09,229.54,22.94,14.59
Yunnan,25,202211,2022,11,19.93733,19710.6,2685.89,0.117392,2.3,220.58,214.44,22.8,9.01
Yunnan,25,202212,2022,12,20.18516,19526.31,2621.13,0.122495,1.86,227.33,214.94,16.11,5.49
Yunnan,25,202301,2023,1,22.23227,3124.4,2324.63,0.187588,1.96,535.02,516.11,17.15,4.49
Yunnan,25,202302,2023,2,17.29239,5037.4,2257.61,0.18832,1.79,414.57,436.26,19.96,7.24
Yunnan,25,202303,2023,3,24.84999,6918.3,2255.98,0.202172,2.28,394.49,390.76,22.44,10
Yunnan,25,202304,2023,4,23.65733,8775.5,2406.46,0.217912,2.26,423.01,415.67,26.69,13.16
Yunnan,25,202305,2023,5,23.47141,10865.7,2459.05,0.227818,2.46,397.09,393.13,27.68,15.85
Yunnan,25,202306,2023,6,22.50686,12755.4,2500.85,0.218444,2.38,354.12,346.38,27.16,18.12
Yunnan,25,202307,2023,7,18.87652,14676.5,2490.34,0.196061,2.17,481.79,463.65,27.32,18.93
Yunnan,25,202308,2023,8,18.53246,16756.9,2535.57,0.175111,1.82,503.65,504.85,26.39,18.7
Yunnan,25,202309,2023,9,19.058,18807.1,2595.13,0.159089,2.37,355.14,355.73,26.86,17.3
Yunnan,25,202310,2023,10,20.81513,21133.3,2781.33,0.15589,2.43,382.36,377.65,23.38,14.11
Yunnan,25,202311,2023,11,21.55842,23680.7,2785.06,0.15941,2.44,318.59,309.84,20.99,9.29
Yunnan,25,202312,2023,12,20.80486,23452.8,2718.68,0.163965,2.33,332.83,322.33,17.25,6.79
Yunnan,25,202401,2024,1,23.6457,3169.7,2380.97,0.203399,2.34,135.45,125.3,16.18,4.79
Yunnan,25,202402,2024,2,20.24151,5265.9,2311.88,0.203842,2.39,571.73,589.55,19.04,6.51
Yunnan,25,202403,2024,3,24.51453,7161.8,2309.15,0.212403,2.41,368.14,380.16,23.54,10
Yunnan,25,202404,2024,4,22.12409,9172.3,2474.49,0.209136,2.29,387.86,386.93,27.22,14.2
Yunnan,25,202405,2024,5,20.58496,11464.7,2527.73,0.200452,2.34,405.75,402.4,26.14,16.01
Yunnan,25,202406,2024,6,18.4406,13420.4,2570.59,0.176221,2.39,359.98,353.35,26.55,19.08
Yunnan,25,202407,2024,7,17.20579,15381.7,2565,0.154265,2.44,478.77,461.33,27.16,19.73
Yunnan,25,202408,2024,8,16.74796,17393.6,2586.78,0.1362,2.49,517.37,513.32,28.1,18.65
Yunnan,25,202409,2024,9,17.42513,19521,2598.33,0.131337,2.54,330.76,333.17,26.9,17.9
Yunnan,25,202410,2024,10,19.59673,21805.1,2609.88,0.131253,2.59,420.83,415.48,22.69,14.3
Yunnan,25,202411,2024,11,20.55004,24431.8,2621.43,0.134413,2.64,346.96,337.7,19.27,9.34
Yunnan,25,202412,2024,12,21.83173,27058.5,2632.97,0.137454,2.69,356.38,344.47,16.81,5.53
Shaanxi,27,201901,2019,1,25.17101,2597.4,1883.53,0.913762,2.5,454.3,437.95,4.25,-4.92
Shaanxi,27,201902,2019,2,19.98141,4419,1827.78,0.913018,2.46,453.8,437.48,6.5,-2.58
Shaanxi,27,201903,2019,3,22.68569,6333.7,1834.42,0.912274,2.42,412.15,397.03,15.99,2.97
Shaanxi,27,201904,2019,4,20.50731,8276.5,2024.53,0.902905,2.19,370.53,356.59,22.93,9.8
Shaanxi,27,201905,2019,5,20.63272,10437.6,2080.11,0.893515,2.17,328.96,316.21,24.02,12.83
Shaanxi,27,201906,2019,6,19.32775,12232.7,2121.57,0.886592,2.42,287.46,275.91,28.38,18.82
Shaanxi,27,201907,2019,7,20.49678,14209.2,2148.14,0.879367,2.21,246.07,235.7,30.08,20.73
Shaanxi,27,201908,2019,8,20.62364,16416.4,2191.74,0.874248,2.1,204.8,195.61,29.18,20.4
Shaanxi,27,201909,2019,9,18.8839,18578.9,2251.1,0.868913,2.18,163.68,155.67,23.77,15.04
Shaanxi,27,201910,2019,10,18.61414,20695.5,2452.37,0.86374,2.48,122.73,115.9,17.42,9.55
Shaanxi,27,201911,2019,11,24.05514,23334.8,2433.04,0.872604,2.2,81.99,76.32,11.4,3.22
Shaanxi,27,201912,2019,12,28.50232,3610.5,2319.9,0.877513,2.4,41.48,36.97,7.23,-2.32
Shaanxi,27,202001,2020,1,23.17753,6018.1,1862.44,0.908184,2.14,404.65,391.29,5.23,-2.97
Shaanxi,27,202002,2020,2,23.65478,8279.7,1764.87,0.908528,2.2,486.61,470.95,10.77,-1.06
Shaanxi,27,202003,2020,3,22.84629,10700.2,1779.17,0.892299,2.21,564.42,546.61,16.87,3.78
Shaanxi,27,202004,2020,4,23.56184,13344.3,2049.23,0.893614,2.4,631.46,611.84,20.74,7.32
Shaanxi,27,202005,2020,5,23.1904,15711.4,2147.02,0.888744,2.11,681.08,660.23,27.39,13.65
Shaanxi,27,202006,2020,6,21.72487,18241.6,2218.88,0.882991,0.19,706.65,685.35,28.23,17.91
Shaanxi,27,202007,2020,7,22.86103,20894.1,2212.11,0.877331,2.15,701.54,680.78,28.12,19.98
Shaanxi,27,202008,2020,8,22.74429,23661,2272.69,0.873555,2.1,659.11,640.09,27.72,19.72
Shaanxi,27,202009,2020,9,24.10228,26326,2347.87,0.873257,2.28,572.72,556.86,24,14.5
Shaanxi,27,202010,2020,10,24.80958,29737.5,2548.7,0.872271,2.39,435.73,424.66,15.48,7.77
Shaanxi,27,202011,2020,11,29.29017,17096.2,2564.07,0.875806,2.25,287.28,281.15,11.69,2.96
Shaanxi,27,202012,2020,12,34.31734,4454.9,2505.3,0.881666,2.62,269.45,263.27,3.36,-4.26
Shaanxi,27,202101,2021,1,28.19821,7512.9,2147.33,0.899973,2.75,264.09,258.14,6.71,-4.74
Shaanxi,27,202102,2021,2,32.2758,10350.4,2091.48,0.900178,2.77,310.01,297.29,12.55,-0.17
Shaanxi,27,202103,2021,3,21.96692,13292.7,2111.18,0.90383,2.45,344.04,331.81,14.78,4.28
Shaanxi,27,202104,2021,4,26.87892,16452.9,2335.85,0.902639,2.49,381.69,370.06,17,7.78
Shaanxi,27,202105,2021,5,24.46902,19327,2407.24,0.893103,2.6,473.65,461.37,25.47,12.86
Shaanxi,27,202106,2021,6,23.24441,22174.1,2454.86,0.888384,0.18,422.54,411.28,29.41,18.44
Shaanxi,27,202107,2021,7,23.34108,25227.3,2442.51,0.884841,1.95,446.82,435.88,30.47,20.61
Shaanxi,27,202108,2021,8,23.72157,27853.8,2491.61,0.881824,2.41,327.46,316.91,28.21,18.78
Shaanxi,27,202109,2021,9,23.27142,28556.9,2565.67,0.874808,2.52,383.25,375.33,24.55,15.73
Shaanxi,27,202110,2021,10,19.32385,30602.8,2846.51,0.872411,1.81,458.6,450.86,15.71,8.01
Shaanxi,27,202111,2021,11,21.52365,17552.1,2859.7,0.867536,3,359.67,352.88,12.03,0.47
Shaanxi,27,202112,2021,12,22.33934,4501.4,2785.87,0.87025,2.87,259.99,256.44,7.26,-3.55
Shaanxi,27,202201,2022,1,27.85451,7035.9,2486.17,0.898298,2.68,169.58,177.64,5.24,-3.9
Shaanxi,27,202202,2022,2,25.36009,9370.2,2397.52,0.898614,3.08,463.35,448.01,6.39,-3.22
Shaanxi,27,202203,2022,3,26.82748,11646.3,2386.21,0.886528,2.91,285.05,278.48,17.18,4.42
Shaanxi,27,202204,2022,4,25.47185,14141.5,2584.86,0.881379,2.99,317.09,311.49,21.6,7.97
Shaanxi,27,202205,2022,5,25.20986,16415.3,2644.8,0.876219,2.77,457.61,449.82,25.32,11.95
Shaanxi,27,202206,2022,6,25.44274,18634.4,2698.1,0.872727,2.84,502.77,494.44,32.09,18.32
Shaanxi,27,202207,2022,7,27.38385,21333.7,2711.47,0.874281,2.11,532.98,530.16,30.84,20.02
Shaanxi,27,202208,2022,8,30.01439,24438.2,2768.52,0.877523,2.28,493.58,486.05,30.03,20.87
Shaanxi,27,202209,2022,9,25.13246,27024.2,2836.13,0.874051,2.74,436.22,423.97,24.15,13.97
Shaanxi,27,202210,2022,10,25.79114,29405.5,3037.62,0.870816,2.53,281.9,279.86,17.02,7.81
Shaanxi,27,202211,2022,11,28.1294,15273.45,3040.16,0.872051,2.64,224.47,219.49,12.24,3.58
Shaanxi,27,202212,2022,12,32.63843,1141.4,2966.85,0.87522,2.97,292.54,292.05,5.45,-4.77
Shaanxi,27,202301,2023,1,30.08645,1854.1,2596.04,0.896822,3.21,617.97,595.31,6.01,-4.34
Shaanxi,27,202302,2023,2,28.80393,2573.7,2521.19,0.897065,2.82,514.74,497.53,7.9,-0.68
Shaanxi,27,202303,2023,3,28.80031,3262.9,2519.37,0.889244,2.43,537.53,526.7,16.11,3.72
Shaanxi,27,202304,2023,4,26.25821,4088.6,2632.84,0.877791,2.94,614.71,603.09,18.97,7.8
Shaanxi,27,202305,2023,5,25.42146,4861.4,2690.38,0.870698,2.36,614.82,600.64,23.07,13.03
Shaanxi,27,202306,2023,6,26.6084,5659.7,2736.11,0.865182,0.25,577.09,562.56,28.41,17.27
Shaanxi,27,202307,2023,7,27.96007,6546.3,2711.93,0.864932,2.5,651.54,642.8,31.17,20.45
Shaanxi,27,202308,2023,8,29.36295,7359.2,2761.19,0.866381,2.85,689.79,671.45,29.8,19.89
Shaanxi,27,202309,2023,9,25.89077,8205.9,2826.04,0.864296,2.71,559.01,549.98,24.87,16.38
Shaanxi,27,202310,2023,10,26.10057,8675.1,3130.14,0.862089,3.03,577.8,561.33,19.89,9.65
Shaanxi,27,202311,2023,11,29.19002,4802,3134.35,0.86273,3.07,447.47,438.16,13.14,1.77
Shaanxi,27,202312,2023,12,33.8488,928.9,3059.63,0.867846,3.17,430.25,422.69,6.49,-3.63
Shaanxi,27,202401,2024,1,33.40862,1564,2685.99,0.914108,3.02,151.43,147.96,5.61,-3.84
Shaanxi,27,202402,2024,2,28.18471,1917.4,2608.04,0.914628,3.38,607.73,583.79,6.4,-1.66
Shaanxi,27,202403,2024,3,29.44258,2383,2604.97,0.898238,3.16,492.24,479.96,16.28,5.09
Shaanxi,27,202404,2024,4,25.0483,2892.3,2760.43,0.888126,3.07,566.84,555.24,22.92,11.71
Shaanxi,27,202405,2024,5,25.14312,3410.2,2819.82,0.877916,3.06,634.43,622.73,27.64,15.06
Shaanxi,27,202406,2024,6,27.83471,3940.2,2867.64,0.876192,3.05,561.17,547.03,30.89,19.14
Shaanxi,27,202407,2024,7,29.29101,4678.3,2874.87,0.873092,3.04,609.77,600.07,30.33,22.01
Shaanxi,27,202408,2024,8,29.75391,5249.4,2899.28,0.873368,3.03,673.19,655.92,31.87,21.9
Shaanxi,27,202409,2024,9,27.91561,5934.8,2912.22,0.872889,3.02,505.4,492.72,28.53,18.96
